tweet_id,author_id,text,created_at,intent,should_escalate,escalation_reason,predicted_intent
2116832,623923,@SpotifyCares Where is the support for iPhone X?,Wed Nov 08 12:04:07 +0000 2017,feedback_other,false,not needed,feedback_other
2183103,639485,@SpotifyCares Hey is there any way I can reverse my payment on spotify to make me have the student discount. When I went to change the payment last time the website crashed and now I am being charged extra when I should have the student discount. Please help me thank you,Thu Nov 09 16:22:23 +0000 2017,billing_payment,true,Customer was charged incorrectly and wants the payment reversed/adjusted to receive the Student discount.,student_plan
2338499,676508,@SpotifyCares I can't download using my mobile data :/ sucks https://t.co/YHokaOu8LM,Fri Oct 20 05:04:50 +0000 2017,app_technical_issue,false,not needed,feedback_other
1814724,545154,Seriously @SpotifyCares when are you sorting out getting @29334 back?? Lets get it sorted!!,Sun Oct 15 17:34:52 +0000 2017,feedback_other,false,not needed,feedback_other
176516,157530,@SpotifyCares iPhone 6 on 3 ...it’s only happened recently all my updates are done so I don’t understand why,Sun Nov 26 08:04:47 +0000 2017,account_login_security,false,not needed,feedback_other
786211,307555,"@SpotifyCares yeah I've done all that deleted cache, uninstalled and reinstalled as well",Thu Oct 12 09:02:13 +0000 2017,app_technical_issue,true,Issue persists after standard troubleshooting and app reinstallation.,feedback_other
510503,237285,@SpotifyCares Playlist keeps going back to the same song after playing a series of songs normally? Playing through a WI-FI speaker.,Fri Dec 01 22:28:19 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
1806993,542873,"@SpotifyCares I tried that.  Same result.  I had the student discount originally,  but switched the reg premium.",Sat Oct 14 13:58:07 +0000 2017,student_plan,true,Subscription status requires account-specific investigation after switching from Student to regular Premium.,student_plan
1730301,522892,"@SpotifyCares Hi, is there a problem with your site? I can't access the page to create a widget for my website.",Tue Nov 07 09:22:36 +0000 2017,app_technical_issue,false,not needed,account_login_security
771451,304248,"@SpotifyCares The app doesn’t work with IOS 11 music controls in the control centre, lock screen and AirPlay/volume control.",Thu Oct 12 00:04:50 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
1852540,395376,"@SpotifyCares Upgrade acct to family premium, was expecting email confirmation but none, even in spam folder. /2",Thu Oct 19 02:07:54 +0000 2017,family_plan,true,Family Premium upgrade requires verification because confirmation email was not received.,premium_subscription
783495,307005,@SpotifyCares I've got Windows 10 with the latest version (since it auto updates),Sun Nov 05 15:20:55 +0000 2017,feedback_other,false,not needed,feedback_other
1522818,128214,@SpotifyCares Oh good. Glad it was #fakenews then. Lol,Fri Nov 03 20:29:13 +0000 2017,feedback_other,false,not needed,feedback_other
1085886,376154,"@SpotifyCares (listen I get it, I know how music licensing works but I'm trying to establish my angsty twitter brand so just tell @20323 what's up)",Fri Oct 13 17:54:32 +0000 2017,feedback_other,false,not needed,playback_music_issue
1324619,342994,@SpotifyCares just give me a straight answer. I just want to know the latest possible date for fix. Stop apologizing and dodging.,Fri Oct 27 07:44:43 +0000 2017,app_technical_issue,true,Customer requests a definitive resolution timeline for an unresolved technical issue.,feedback_other
1552604,480391,@SpotifyCares When is Spotify getting an update for iPhone X??,Sat Nov 04 03:23:35 +0000 2017,feedback_other,false,not needed,app_technical_issue
1032840,364377,"@SpotifyCares When I search up a song  and click on it, it plays a different song every time",Mon Oct 23 20:01:48 +0000 2017,app_technical_issue,false,not needed,playback_music_issue
1934548,575617,Hey @SpotifyCares I have a problem with my subscription can you help?,Sun Oct 29 01:32:48 +0000 2017,premium_subscription,true,Customer reports a subscription problem without enough details to resolve it automatically.,premium_subscription
2275380,661803,"Hey @SpotifyCares @115888 @117168 , of course we want the app on the Nintendo Switch!! #NoBrainer https://t.co/Zrv0Ex5r5M",Sat Nov 11 07:09:44 +0000 2017,feature_information,false,not needed,app_technical_issue
1857577,555500,"@SpotifyCares On my phone, it doesn’t say anything but on my Mac, this pops up. https://t.co/mJKb7ifKtE",Thu Oct 19 13:33:46 +0000 2017,feedback_other,false,not needed,feedback_other
1076445,374000,@SpotifyCares I was checking out the student pricing yesterday and now im seeing charges on my card even without having purchased. pls help!,Sat Oct 14 23:40:21 +0000 2017,billing_payment,true,requires human intervention,student_plan
124844,775424,"@SpotifyCares @143967 I have the same situation.. I don't have credit card,but I want to avail the 9php premium thru mobile mode of payment @SpotifyCares",Wed Nov 22 03:53:47 +0000 2017,billing_payment,true,Unexpected card charges require payment and account investigation.,premium_subscription
2782176,776957,@SpotifyCares when are you gonna let us saudis enjoy your services?,Tue Nov 21 16:34:21 +0000 2017,feedback_other,false,not needed,feedback_other
875192,327789,@SpotifyCares Come And Get Your Love - Re-Record plays I Will Survive,Fri Oct 20 16:57:02 +0000 2017,feedback_other,false,not needed,feedback_other
1962018,446186,@SpotifyCares Cdbaby is my distributor i have a artist page on spotify already w/ blue check,Mon Oct 30 23:57:47 +0000 2017,feedback_other,false,not needed,feedback_other
2752831,770623,@SpotifyCares No SD card.,Wed Nov 22 01:39:28 +0000 2017,feedback_other,false,not needed,feedback_other
2065660,610863,@SpotifyCares I download a playlist but I can't listen my music offline. I don't have wifi where I'm living to download a Playlist again.,Sat Oct 07 23:53:28 +0000 2017,app_technical_issue,false,not needed,playback_music_issue
2864078,795555,thanks boo @SpotifyCares https://t.co/wlc0dCsTKd,Mon Nov 27 23:32:09 +0000 2017,feedback_other,false,not needed,feedback_other
2526454,719379,@SpotifyCares What can I do to resolve this issue only way I can listen to music at work please please please help me out,Thu Nov 16 03:42:44 +0000 2017,app_technical_issue,false,not needed,playback_music_issue
2198179,642979,@SpotifyCares my sister lives in nyc can she still use our family plan?,Thu Nov 09 23:25:59 +0000 2017,feedback_other,false,not needed,family_plan
2927399,809904,@SpotifyCares why my account n phone number can't buy this package? https://t.co/MIxHHGrKYe,Wed Nov 29 03:05:52 +0000 2017,billing_payment,true,Customer cannot complete the purchase and requires account/payment investigation.,account_login_security
2397306,568041,"Seriously @116130 @SpotifyCares if I hear that Sam Smith advert again (it's been played three times the past hour) I'm subscribing to Apple Music even though that will mean I have to use iTunes. Yes, it's that annoying!",Tue Nov 14 11:46:35 +0000 2017,premium_subscription,false,not needed,playback_music_issue
596350,261331,@SpotifyCares ive been double charged for my subscription how do i get this money back ?,Sun Dec 03 10:49:06 +0000 2017,billing_payment,true,"Customer was double-charged and is requesting a refund, requiring payment/account investigation.",billing_payment
1887131,562837,@SpotifyCares I've received this over 9 times after typing it in. what's your deal? https://t.co/DjveiYGdWo,Mon Oct 23 11:48:00 +0000 2017,account_login_security,true,Repeated verification/login failure requires account-specific investigation.,feedback_other
1269778,417302,@SpotifyCares Someone changed my registration email address and I cannot longer access my premium account which I am paying for!,Mon Oct 16 05:54:03 +0000 2017,account_login_security,true,Possible account compromise; unauthorized email change has locked the customer out of a paid account.,premium_subscription
1527851,474384,.@SpotifyCares can u tell me why my downloads would disappear when I change download from mobile to WiFi?,Fri Nov 03 22:16:05 +0000 2017,playback_music_issue,false,not needed,feedback_other
2136505,628499,@SpotifyCares my (android) app freezes after it plays ads and I need to restart it every time to resume playing music,Wed Nov 08 21:17:49 +0000 2017,app_technical_issue,true,Persistent app freeze after ads requires repeated restarts and needs technical investigation.,app_technical_issue
1473905,462155,@SpotifyCares there is a recurring charge on my bank statement that I didn’t do. Need help.,Thu Nov 02 15:16:13 +0000 2017,billing_payment,true,Unauthorized recurring charge requires payment and account investigation.,billing_payment
2807576,705687,@SpotifyCares any news on when I can use Spotify on my Apple Watch?,Sun Nov 26 15:14:57 +0000 2017,feature_information,false,not needed,feedback_other
1269967,417338,@SpotifyCares And I can rejoin with a new account,Mon Oct 16 06:26:14 +0000 2017,premium_subscription,true,Incomplete account/subscription question requires clarification.,account_login_security
2158627,634068,@SpotifyCares  https://t.co/Y8bc8lmy07,Thu Nov 09 02:14:58 +0000 2017,feedback_other,false,not needed,feedback_other
642125,272399,@SpotifyCares USA,Wed Nov 22 23:27:56 +0000 2017,feedback_other,false,not needed,feedback_other
1913342,399950,@SpotifyCares is it really impossible for your app to not delete all my downloaded content every freaking week?,Wed Oct 25 18:18:22 +0000 2017,app_technical_issue,true,Persistent issue causing downloaded content to be repeatedly deleted.,app_technical_issue
1150049,390627,"@SpotifyCares I keep getting a ""this song is not available"" message for just one song in an entire album. That song works for my friends.",Tue Oct 24 12:18:00 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
1900256,189197,"@SpotifyCares Hey there. I just moved my collection from Groove, and I upgraded a free account in the process. Why didn't I get 60 days free",Mon Oct 23 20:28:04 +0000 2017,premium_subscription,true,Customer upgraded from a free account but did not receive the expected 60-day Premium offer; eligibility/account status needs verification.,account_login_security
173614,156647,@SpotifyCares What do I do?? https://t.co/knTHvjU6hW,Fri Nov 24 23:58:46 +0000 2017,feedback_other,false,not needed,feedback_other
572683,254569,@SpotifyCares dm please! I need you help!,Sun Dec 03 04:07:55 +0000 2017,feedback_other,false,not needed,feedback_other
296849,186720,@SpotifyCares @186719 same problem,Fri Oct 20 01:24:58 +0000 2017,feedback_other,false,not needed,feedback_other
909940,336134,@SpotifyCares I'm having issues cancelling my spotify. I recently lost access to my Facebook and can't log in.,Tue Oct 10 15:22:12 +0000 2017,account_login_security,true,Customer cannot access their Spotify account after losing Facebook access and needs help cancelling the subscription.,account_login_security
1923522,572554,"@SpotifyCares That a joke ,""no info""  People have been asking for it for at least last 5 years, just google ""Spotify parent adult advisory""",Wed Oct 18 15:10:43 +0000 2017,feature_information,false,not needed,feedback_other
