tweet_id,author_id,text,intent,notes
740743,297158,@SpotifyCares just the Spotify app :(,,
1417605,449502,@SpotifyCares It's a song that's missing on Spotify of the #FinallyItsChristmas  album,,
2653050,748199,@SpotifyCares Done and done. Thanks!,,
564512,252232,@SpotifyCares im trying to rest my password but it keeps saying code is invalid,,
2547456,723984,"@SpotifyCares Dang that didn’t do it :(. When Snapchat opens, Spotify fades out. I’m betting it’s an iPhone issue. You guys rule, and the service is perfect otherwise. So it’s gotta be Snapchat or an iOS thing.",,
1456546,458065,@SpotifyCares I lost my premium account subscription with FIDO. What's going on? Music is my life!,,
293887,209818,"@SpotifyCares i was listening to a song that was not previously greyed out, now i cant click on another song to play and it wont play the one i'm stuck on",,
2818835,785731,@SpotifyCares I’m trying to make an account for over an hour now I even made a new email and I always get this https://t.co/e0o4pT6VX2,,
2182160,177340,@SpotifyCares I need a refund please I only just upgraded to premium u said u was gonna take out a temp charge.. U took out 10pound can I have my money  back please. I just cancelled it,,
807464,312418,"@SpotifyCares No, I’m good! My mistake. Although, if you can make it that I can listen to music all day without using any battery, I would love that! ;)",,
2030780,600505,"@SpotifyCares is there an ETA on when the iOS app will get iPhone X support, thanks.",,
1896168,307682,I don't understand how @SpotifyCares @115888 isn't working in Nigeria. Sighs!,,
1589500,140669,@SpotifyCares thank you honey have a nice day 😌,,
1962118,147346,@SpotifyCares why does the Android app delete every downloaded album from my device every now and then? Had this problem on multiple phones.,,
248223,174972,"lol @115888 @SpotifyCares please fix, the app is drunk 😂 https://t.co/6MJg7WzJuK",,
897910,333240,"@SpotifyCares Hi. I have Android. I can't play a song. the name is ""nacimos pa morir- Ánuel aa""",,
266145,179398,@SpotifyCares https://t.co/Eh5gWFCkkR,,
2215990,647470,#REPUTATION STILL ISN'T HERE @SpotifyCares PLEASE FIX UR LIFE,,
1794781,539321,@SpotifyCares I signed up for the 60 day premium free trial and you have charged me straight away? I moved over from Groove music,,
863669,325106,@SpotifyCares Yes iam,,
1119754,384187,@SpotifyCares Thank you 😊,,
2907344,805030,@SpotifyCares Keep getting that error message on both my iPhone 7 and my iPad. I believe I've the most recent app. Was working fine up to about half an hour ago. My internet connection is fine so it's not that.,,
2509494,715371,"@SpotifyCares Haha thanks for being kind of to reply, was getting really tired of waiting for Spotify to be available here so I decided to take matters on my own hand xD Cheers have a nice day!",,
2509469,715367,@SpotifyCares Why does this happen https://t.co/A9wwFLJAze,,
1419717,450040,"@SpotifyCares hey Spotify how come my ""Discover &gt; Charts"" is not in English but in my country's language? https://t.co/HR7ETZDKnF",,
2337262,676228,@SpotifyCares @676227 Fuck you scuffed ass service,,
1030257,363760,"@SpotifyCares Hello, the whole issue I am unable to login.. so can't logout. I have already restarted the device. See thread above.",,
1075667,373796,@117168 @SpotifyCares please help me get a job at your NY office. Thanks!,,
58296,129239,@SpotifyCares Thank ya for passing it along.,,
346380,198443,"@SpotifyCares I just joined and while I entered my own username, for some reason you gave me some alphabet soup. Both show up in 1)",,
2165615,621547,@SpotifyCares Just reinstalled. It's still happening,,
1915080,570429,"@SpotifyCares yes it is!!! omg, thank you!!",,
1589502,140669,@SpotifyCares Can u explain me why since 1 week all my songs disapear and they’re are not dowload while before yes 🤯 https://t.co/sdaXfpUprf,,
874987,327730,"@SpotifyCares Found the issue on my own, the roku app is not able to do it.. https://t.co/vzFx9l2YRy also it cant use playlist from account..",,
2793286,779526,@SpotifyCares my account got charged twice in 5 mins... whyyyy?,,
345737,198283,"Also, let it be noted that @SpotifyCares is not helping me very quickly. Spotify doesn't have a customer service phone number which sucks.",,
899968,333650,@SpotifyCares can you add eddy grant electric avenue to spotify pls,,
1588422,488505,"@SpotifyCares Yeah, here we go. the app hasn’t being updated for the new aspect ratio on the iPhone X (19.5:9). This leaves black bars on top and bottom. https://t.co/7ZVXmnHMOu",,
840524,319993,@SpotifyCares Confirmed I followed the steps provided for both Mac and iPhone. Result is the same. No love.,,
2059840,609204,"@609205 @115888 Ahem, @SpotifyCares ?",,
1717869,520160,"@SpotifyCares Done, thank you so much.",,
1981899,420440,@SpotifyCares @586650 :facepalm:,,
1517179,472002,"@SpotifyCares iPhone 6s+, 8.4.20.535",,
2043236,321145,@SpotifyCares Not sure how to reset via Facebook if that's an option (that's how I logged in but I do have an email attached to the account). 2/2,,
380837,206321,@181186 @SpotifyCares ☝️ help?,,
1117249,383621,"@SpotifyCares Thanks for the info, but I knew all this. When I log into my admin page, all the users just say 'Active', with not other details https://t.co/Y0ssOZ20gu",,
2288442,664853,@SpotifyCares holy carp. i was completely just throwing things out there. i wasn't expecting a response. https://t.co/GmQprS4z9J,,
1189845,386840,@SpotifyCares @399663 PLEASE HELP ME ON DM!!!!:(,,
1261921,415596,"@SpotifyCares all of my friends get the ""behind the music"" feature, I've checked &amp; it is allowed on my device yet I've never seen it on mine",,
1872956,364376,@SpotifyCares Disregard this message,,
1961793,581770,"@SpotifyCares I bought Premium on my account.
On my account settings it says i’ve Premium but it says in have the Free version (iOS/Mac app)",,
1350833,434979,"@SpotifyCares Her playlist and downloaded song dissapeared, and had changed into latino song instead of Indonesian song She created / downloaded.",,
2543079,722997,@SpotifyCares 8.4.26.770 Android 7.0 on S7 Edge thanks,,
1132084,386762,@SpotifyCares @125633 that link hasn’t helped me much. I need to know how I can get access to my Spotify &amp; artist Spotify account❤️,,
118903,142363,"@SpotifyCares It still baffles me that I am having trouble with local files in 2017. This is one of the main reasons I pay for spotify, why does the feature keep breaking.",,
739926,296952,@SpotifyCares I'm using my spotify desktop on windows 7 PC,,
742594,297559,"@SpotifyCares since I installed macOS High Sierra, the Spotify app often uses 100% or even 150% of my CPU. Bug?",,
273663,181384,@SpotifyCares Is there a phone number ?,,
323081,192960,@SpotifyCares A real update please ? There has been no real up from you. And my last post on Monday was deleted why is that ?,,
915459,337367,@SpotifyCares I’m a new customer and want to start a free months trial. How do I do this?,,
2344412,677983,@SpotifyCares iPhone 7+. iOS 11.1.2. Spotify 8.4.28.1104. Thank you.,,
2815050,358544,@SpotifyCares help,,
1348073,434363,@SpotifyCares Thank you very much for letting me know,,
980205,352412,@SpotifyCares yeyy cant wait. @167274,,
1803355,541875,@SpotifyCares your ads are horrid. I switched back to pandora because they got so grating. Do you really think students talk that way?,,
2276265,662047,@SpotifyCares why did you bump me off my family account. I live with my family I am just on vacation. Put me back please,,
510531,237295,"@SpotifyCares can I get the one off £99 year premium fee, if I'm already signed up to Premium?",,
2059187,609019,"@SpotifyCares Wanted to listen to Tom Petty's Long After Dark, which I've done a few times on Spotify (Canada). it's disappeared.. grrrr..",,
1217797,405753,"@SpotifyCares  I have a question about my refund, I sent u a message in your dm",,
739913,296950,"@spotifycares hey, trying to play Machine Head or Metallica and getting a message this song is not available for whole discography in UK",,
1945225,578217,"@SpotifyCares iPhone 6s and everything is latest model, I’ve just updated. Assuming it’s getting confused when I move from my Mac to my IPhone? Cuts off",,
2103191,287348,@SpotifyCares I already sent u several screen shots. This must mean you have no idea what your doing and all my efforts have been wasted so far,,
2861327,794910,@SpotifyCares hi i love u but there's no reply,,
2821334,786307,"@SpotifyCares My discover weekly playlist has not updated yet, got any solutions?",,
850045,321974,"@SpotifyCares catch-22 - the more I listen to DiscoverWeekly I dislike, the more I'll get of that.. Why don't we have a dislike button to rule out songs?",,
106310,139555,@SpotifyCares Still does not help.,,
2629135,742528,@115888 @SpotifyCares,,
1567713,483774,@SpotifyCares Hi! I have another issue I just DMed,,
2414532,694027,@SpotifyCares Do you have an ETA?,,
2713289,761717,"@SpotifyCares received subscription payment failed notification despite card being valid. Tried updating using same card and with two other credit cards but always get same error ""seems your payment card provider is having a bad day"". I think actually spotify not working",,
258950,177564,@SpotifyCares It’s chemicaliiz.  Thanks a lot.,,
1220181,406287,@SpotifyCares,,
2488833,710748,@SpotifyCares nope it still turns off,,
2383572,687094,"@SpotifyCares Hey im using it on my Macbook, Sierra OS and version 1.0.67.582.g19436fa3",,
548698,247703,I.CANT.REGISTER!!! 😭 @SpotifyCares https://t.co/6mdOBPMhBJ,,
2045170,604814,Please add this https://t.co/vnpkMj6UbS @115888 @SpotifyCares @3493 @11248 @11249,,
557237,250111,"@SpotifyCares It’s iOS, iPhone 6s. v8.4.28.1104. I’m sure it’s working as intended but just a comment about how the queue works :)",,
829596,317564,@SpotifyCares Restarted it twice already and still nothing. Usually that tends to work. I have no other WiFi connections to connect too.,,
1134294,153116,@SpotifyCares 👍🏽,,
1009260,358811,@SpotifyCares Thank you  .. and Hopefully won’t take long,,
2030063,600310,@SpotifyCares HOW DO I️ GET AHOLD OF SOMEONE. GOOOOOD LORD STOP CHARGING ME!,,
1659805,506374,@SpotifyCares Thanks :D,,
2965838,818243,@SpotifyCares I've never logged into any other device so I don't know,,
968726,349962,@SpotifyCares Awesome! I was looking forward to the show and got a little concerned when @33468 wasn't listed. Glad that'll get fixed,,
854765,128829,"@SpotifyCares It's been running smoothly today, so far.  It's a desktop, Windows 7, and Chrome browser.",,
2929846,810495,@SpotifyCares - I am being charged 2x on my @7276  for Spotify Premium... Globe Telecom CS said I have to take it to you to be corrected... help...,,
2148425,206140,@SpotifyCares So you know if iOS11 has opened up Siri to devs yet? (i.e. will I be able to control spotify by voice any time soon?),,
1922639,572366,"@SpotifyCares hi, every few days my app automatically deletes all my downloaded songs. please assist!",,
1525200,473751,"@SpotifyCares It’s either Malaga or The Netherlands (29007, 1423EJ), because I moved this year.",,
1575416,485465,@SpotifyCares,,
715591,291223,@SpotifyCares what?!! https://t.co/xKxiYmZC9s,,
859898,324162,"@SpotifyCares why am I unable to play ANY songs on spotify? I've tried logging out and logging back in, nothing is helping",,
1786486,536724,@SpotifyCares @115888 when will you add @167274's Acid Rap,,
695450,285878,@SpotifyCares Been listening to my 'Time Capsule' playlist all evening. So good. 👌🏻,,
1415343,448915,"@SpotifyCares Cool, thanks Spotify ✌",,
83660,134383,@SpotifyCares  https://t.co/xHTHfDErKN,,
2116834,623924,@SpotifyCares But I don’t have a credit card nor paypal :/ .. when the pay via itunes will be apply?,,
2536623,721591,@SpotifyCares Windows 10,,
2552678,725069,"@SpotifyCares its set to the U.S, it's not coming up in the albums https://t.co/xBnmIaMcjJ",,
2789316,745366,"@SpotifyCares I don't understand why you guys, can't verify that I'm a student @ mdc. I don't want Apple Music! ):",,
1427796,451665,@SpotifyCares I updated my app on and iOS Monday and it began then.,,
2342537,677562,"@SpotifyCares Ha, that’s amazing!",,
1849671,553785,@SpotifyCares Just had a really nice chat with @SpotifyCares. They could help me to fix my problem 😊 Thank you guys!,,
1854854,554926,@SpotifyCares It also crashes when I lock my phone too! I have an LG x Power 2,,
1338955,432320,@SpotifyCares it says there isn’t any payment found. I would be happy if we work on this together to fix the problem.,,
2777719,164981,"@776039 @SpotifyCares Did you get anywhere?  I'm seeing the same, assume there is an issue with Spotify family plans, but not seeing any admission of guilt on the status page?",,
1470927,461433,"@SpotifyCares Apple iPhone 6s Plus, AT&amp;T, and Spotify version 8.4.25",,
2599165,735834,"@SpotifyCares v8.4.27, iPhone, iOS 11.0.2 – I found a recent 5-page thread of Mazda owners with same problem: https://t.co/APGA5M0mhg",,
373742,204575,"@SpotifyCares OnePlus X, Android 7.1. Spotify versión: 8.4.22.857 armV7.
The region would be Latin America.",,
1098719,379266,"Hey @SpotifyCares, @3072 and @5795. That last tweet is for you too https://t.co/SbaXzWA9bZ",,
1871108,558796,@SpotifyCares Some artists have stopped playing completely in my account.  Reinstalling Android app and Mac App has not fixed it.  Help!,,
1043741,366801,"@SpotifyCares Just did, thanks!",,
2605011,737066,"@SpotifyCares Thanks! Trying to change payment method, but I have an ongoing support errand. I just tried changing the card validity year to 2046 (because the real year isn't accepted), and I got this extremely vague error message.",,
874993,327730,@115888 @SpotifyCares Also cant link the app to the roku app.. WTF..,,
1481403,272370,@463968 @SpotifyCares iOS and Spotify both up to date,,
1250737,413338,"@SpotifyCares Its about time you launched spotify in India competition is growing even amazon prime music is launching next week,just saying",,
2080763,615322,"@SpotifyCares It's been 4 years (&amp; 666 votes) since people have asked for Spotify Connect support on the Roku, when will you implement this?",,
2959354,816776,Can't reset my password @SpotifyCares. Page keeps saying CSRF token is invalid. #help https://t.co/EFGnmaq15G,,
560953,251253,@SpotifyCares really needs to add a 'change username' option. i made mine in middle school and b0ii that username haunts me for eternity,,
2165480,634689,Lightning fast assistance from the guys @SpotifyCares! Solved the problem in no time. Thanks again guys.,,
1132377,386839,@SpotifyCares Unless you can put me in contact with the product team(s) you can stand down. Cheers though.,,
1440077,454187,"@SpotifyCares It never showed up, only on different accounts....compared all...all settings the same...still not working",,
2526457,719380,Can we please make @115888 “double tap the search icon to jump straight into typing” UI style an iOS app requirement? Honestly why isn’t anyone else doing this? @SpotifyCares @38265,,
1989700,588836,@spotifycares I can't seem to be able to add my family members to my premium plan. It keeps generating error messages. Help please!,,
2395940,689696,@SpotifyCares hello... this album: album/10T9Ym4PQ28poilOtoUT7O is not from this artist: artist/55Of1EYV7uMJ7VDBG2TpxA ... please... do something with this mismatch already,,
833502,318486,"@SpotifyCares google pixel, android and 8.4.22.857 armV7",,
2905918,804700,@SpotifyCares Well after the update most of the songs sound robotic,,
2824408,786908,"@SpotifyCares (wrong poll), but thanks for the try.  I can't seem to add my vote to the ∞ already received - I'd also like to be able to manage it from the family account instead of the app.. https://t.co/W7whtWTqiM",,
570505,253947,"@SpotifyCares Hey two of my family members got kicked out of spotify family and gives them an error 3 while trying to get back in, any way to fix?",,
2961999,817382,@SpotifyCares Why are my playlists suddenly gone? Been missing for a couple of days now.,,
2492530,711571,@SpotifyCares And we have no way to access the account.,,
1479510,463556,@SpotifyCares really helped me to get everything up and running again. Thanks guys!!,,
1934254,575543,"Is there a way to sign up for @115888 premium within the app? @SpotifyCares @117168 

I can't find the option anywhere... 🤔",,
558593,250515,@SpotifyCares hi i have account problem pls check ur DM thx,,
1002351,357278,@SpotifyCares My spotify account is down because I reply mine purchase but this was a repil. Can you check this,,
2286395,664368,@SpotifyCares Dm me. I can’t believe this happened. Please help.,,
2492524,539602,"@SpotifyCares hi! i dont think that is correct. i added them a while back, and it says 'in 6 days' not '6 days ago' like the attached. im just very curious https://t.co/ostQojrmiW",,
723378,293222,@SpotifyCares  https://t.co/vigKbTJJ2I,,
1887555,562958,@115888 @SpotifyCares @117153 are you serious? When #spotify will be available in Ukraine 🇺🇦?! #spotifyukraine #spotifyua,,
1965576,582628,@115888 @SpotifyCares someone has hacked into my account and I can’t access anything!! Please get in contact with me so this can be fixed,,
163733,153881,"@SpotifyCares my spofity plan was originally the student discount membership, however now i see you've been charging me 10 pounds a month...why? im still a student...",,
1417872,449562,@SpotifyCares Thank you very much! Keep up the good work,,
100187,281527,@117153 Really @SpotifyCares ? 😡,,
2784979,777595,@SpotifyCares Omg what a queen! England 😬,,
2053623,169475,@SpotifyCares I don't want to be just a number anymore. How do I unlink my account from facebook? https://t.co/ep2lZKDe0M,,
2709276,760805,"@SpotifyCares why is there an increasing number of songs that have label voiceover promoters talking about their club, track or show during the actual song?! Especially UK labal releases? So annoying. Is there a reporting system? Premium user.",,
2868828,796696,"@SpotifyCares Thank you! Yup, just one more thing actually, how do I get on a playlist?",,
1903879,567372,@SpotifyCares iPhone 6s 11.0.3 playing Spotify unable to access in lock screen/from headphone play/pause button,,
2041024,603487,@SpotifyCares Can y’all please fix your shuffle on playlists I create? It’s like I get the same few songs shuffling &amp; need more variety!,,
2488840,710749,Hi @SpotifyCares - where might I find the ‘shuffle entire library’ button?,,
352222,199771,@SpotifyCares Can't see any sort option. Am I looking in the wrong place? https://t.co/jEaELwrRSF,,
944974,344068,"@SpotifyCares someone changed the email on my account. I mailed on the account, could you look at it?",,
374851,204886,"@SpotifyCares Problem fixed, thanks for responding though.",,
1722248,521106,@SpotifyCares @147836 @115888 @14035 can’t be bothered to hunt down all of this for yourselves.  I shouldn’t have to do your legwork. I am clearly not the only person currently,,
637733,271219,@271218 @SpotifyCares I find it funny how they responded to you but not Adam,,
997203,356136,"@SpotifyCares linked facebook to a second spotify account, now lost my original premium account(signed up via fb) and all my music, pls help",,
1702503,516166,@SpotifyCares how do I see who’s following my playlists?,,
1094485,378302,"@SpotifyCares Used PayPal on one account for 1-2yrs, migrated to new account, and can't pay for Spotify with PayPal on new account now. 1/2",,
840520,319993,@SpotifyCares macOS High Sierra + iOS 11.0.3 (iPhone 6),,
2777718,776039,"@SpotifyCares Why have I been kicked off Spotify Premium Family, all of a sudden????? Not a payment problem - I paid!",,
1269988,417345,@SpotifyCares  https://t.co/6NoQK7INsn,,
382957,206749,"@SpotifyCares What is the ""Stranger Things"" mode in the settings ?",,
1730857,304689,"@SpotifyCares Hallo, Why the spotify for students still can't be purchased by transfer via atm? 😢😢😭😭😭",,
206581,164930,@SpotifyCares Windows desktop,,
2756259,235269,"@SpotifyCares what happened to my monthly track-ed? I loved that, it was the best email I got every month",,
615400,266172,"@SpotifyCares My account 'rapalax' is no longer accessible. I cannot login, and resetting the password never sends me a mail.",,
2268730,660212,"hello @SpotifyCares , would mind to check and reply my DM please thank you",,
607483,264368,@SpotifyCares They've been 'looking into it' for months. Any chance of an update?,,
1775586,533560,@SpotifyCares Thank you for correcting this for me,,
1567715,483774,"@SpotifyCares Hi! My family member keeps getting ""3 - Oops something went wrong, please try again"" no matter how many times he tried.",,
153774,151204,@SpotifyCares Just sent DM,,
917344,337785,"@SpotifyCares getting this error on so many tracks on Desktop. On phone (android) those songs just don't play, no error.  help? https://t.co/R1ntr4sDVK",,
832549,318293,@SpotifyCares I did it already. Nothing changed.,,
2312937,670741,"@SpotifyCares Hi, DM done.",,
912213,219114,"@SpotifyCares Hiiii!
Whenever I share a playlist it comes up as ""22xbvr..."" instead of my username.
Please HELP. https://t.co/3g7kNs4ruj",,
56073,128727,@SpotifyCares Brett Eldredge: ‘Wanna Be that Song’ was removed from my library &amp; is no longer available to download,,
1374252,439869,@SpotifyCares I'm using xiaomi redmi 3s. But it happens also when I'm listening from the website😥,,
2924043,372662,"@SpotifyCares I did as you said and it is still the same. Another screenshot after logging out, restarting and logging back in. https://t.co/sreELDdkQF",,
2379014,686042,@SpotifyCares Thanks @115888 We’ll be waiting. 🇵🇪,,
2578880,731114,"How do I turn of the Automatic renew function for premium?
@SpotifyCares",,
453453,222591,My account isn’t working?? @SpotifyCares,,
168122,152999,@SpotifyCares RCA Voyager 2 tablet (Android ),,
1950457,579321,"@SpotifyCares Nexus 5, android 6.0.1, Spotify: 8.4.17.640 armV7",,
328171,194237,@SpotifyCares can you please check your dms??? My account has been hacked and I’ve been trying to get help for over an hour now,,
2316883,671755,"@SpotifyCares Thanks for the reply! I think o have resolved it now, it didn't seem to like a password with numbers/punctuation in it?!",,
2071371,612590,I accidentally made my playlist secret and now when I change it to private it still can't be viewed by other people what's up @SpotifyCares,,
64345,130765,@SpotifyCares hey ! Since 1 hour i can't connect myself anymore with Facebook. https://t.co/afbvhnyfT8,,
728404,294503,@SpotifyCares I'm having a lot of issues. Spotify will start playing then stop and start playing again. How can I fix this #frustrated,,
2734623,766429,"Help @SpotifyCares yesterday all my music showed on my account, today it's all gone, over 30gb worth wiped from the phone. no artists no album saved what's happened?",,
496132,155510,@SpotifyCares Done,,
1825771,548044,"@SpotifyCares Same issue, tried different browser and incognito",,
2312981,285643,"@SpotifyCares Hi! Some of the songs I downloaded are disappearing, no idea why, help!",,
974977,351216,@SpotifyCares guuuuuuys! The latest android update seems to have bricked the Share functionality! On Android 8.0,,
1013939,359923,"@SpotifyCares I’ve done that, a plain reinstall didn’t do the trick (see thread). Earlier I realized that the Music app’s controls show up but...",,
353157,199966,"@SpotifyCares Just switched from a S7 to S8...Facebook login takes me to a nonpremium account that has none if my playlists, songs etc.",,
664690,278412,@SpotifyCares thank you for your response ☺,,
1961527,581715,@SpotifyCares I'll let you know.,,
2774549,775409,"@SpotifyCares Hi, I've sent you a DM, if you could respond that'd be great thanks",,
1197256,401308,@SpotifyCares is there anything that previous groove music members get for switching over their music to Spotify?,,
2624978,741496,"@SpotifyCares wrong name in email saying ""...join the family plan of JANE DOE..."" when inviting new family member...how to change this?",,
765654,302988,@SpotifyCares Another issue is the Genius Behind the lyrics info continues changing/going even after I pause a song.,,
1567380,483711,@SpotifyCares I am using an iPhone 6s &amp; version 8.4.22 of Spotify,,
690851,285072,@SpotifyCares It’s not a “tech” issue. It’s an issue for Product Management. I’d love to know what Spotify PM’s with young children do.,,
2005807,593157,@136897 @387787 @157229 @SpotifyCares @593154 Jail cat,,
468970,226665,@SpotifyCares Thank you so much I'll be waiting for it mean while I listen to hefner by @226666,,
2603369,125829,@SpotifyCares The most frustrating thing is i don't want to leave spoitfy but the level of concern gor my issue is putting me right off. Very ungapoy right now i use spotify daily and the free is no good to me...,,
2257484,657437,@SpotifyCares Thanks.,,
2075450,613788,"@115888 @SpotifyCares Hi Spotify, you accidentally charged me 5 times can you please help me resolve this issue please? Thanks.",,
1089997,377162,"@SpotifyCares Hi, I have the family plan today, however, my family members aren't able to join spotify through the link.Would like some help",,
2427702,697061,"@SpotifyCares I love that you have audio books but seriously, having to remember where you left off last time is such a painful experience...",,
1687389,512434,@SpotifyCares It seems to be working now though,,
2653191,748240,"@SpotifyCares hi. I want to leave my family plan, but i cant contact the moderator. Please help me. Thank you",,
